t,mid,spread,obi,depth,volatility,intensity,queue,pup,pred,has_pred,real
25040,2825.45,0.1001,0.7788,5760.2,0.077,2.87,95.19,0.531,1,1,1
25041,2825.45,0.1001,0.7859,5708.9,0.077,2.35,95.19,0.5323,1,1,1
25042,2825.45,0.1001,0.7903,5829.6,0.077,1.92,99.09,0.5331,1,1,1
25043,2825.45,0.1001,0.7952,6223.0,0.077,1.57,92.72,0.5346,1,1,1
25044,2825.45,0.1001,0.7971,6222.4,0.077,1.29,177.39,0.5377,1,1,1
25045,2825.45,0.1001,0.8055,6151.1,0.077,1.06,184.47,0.5402,1,1,1
25046,2825.45,0.1001,0.8239,6673.2,0.077,0.86,184.82,0.5414,1,1,1
25047,2825.45,0.1001,0.8253,7139.4,0.077,0.89,184.81,0.5433,1,1,1
25048,2825.45,0.1001,0.8128,7018.5,0.077,0.73,100.59,0.5469,1,1,1
25049,2825.45,0.1001,0.817,7194.9,0.077,0.6,180.57,0.5506,1,1,1
25050,2825.45,0.1001,0.8146,7186.2,0.077,0.49,88.48,0.5534,1,1,1
25051,2825.45,0.1001,0.815,9140.5,0.077,0.58,565.93,0.555,1,1,1
25052,2825.45,0.1001,0.816,9164.2,0.077,0.48,581.17,0.5598,1,1,1
25053,2825.45,0.1001,0.816,9205.2,0.0,0.39,581.17,0.5607,1,1,1
25054,2825.45,0.1001,0.8214,9356.9,0.0,0.5,581.17,0.5635,1,1,1
25055,2825.65,0.0999,0.5548,8345.1,0.154,10.56,258.85,0.5646,1,1,1
25056,2825.85,0.0999,0.1693,6625.9,0.212,36.56,106.93,0.5927,1,1,-1
25057,2825.85,0.0999,0.1846,6750.0,0.212,29.93,23.61,0.5945,1,1,-1
25058,2825.85,0.0999,0.165,6822.0,0.212,24.69,23.45,0.5664,1,1,1
25059,2825.85,0.0999,0.1829,7229.0,0.212,20.21,53.54,0.5431,1,1,1
25060,2825.85,0.0999,0.2323,7526.2,0.212,16.55,392.96,0.5322,1,1,1
25061,2825.85,0.0999,0.2254,7503.3,0.212,13.55,268.5,0.5229,1,1,1
25062,2825.85,0.0999,0.2285,7522.1,0.212,11.27,278.77,0.5143,1,1,1
25063,2825.85,0.0999,0.2278,7526.6,0.212,9.23,279.92,0.5076,1,1,1
25064,2825.85,0.0999,0.2217,7555.0,0.212,7.56,274.34,0.5003,1,1,1
25065,2825.85,0.0999,0.2456,7774.8,0.212,6.19,274.7,0.4926,0,1,1
25066,2825.85,0.0999,0.2486,7813.7,0.212,5.07,425.11,0.4863,0,1,1
25067,2825.85,0.0999,0.2692,7850.6,0.212,4.15,485.72,0.4824,0,1,1
25068,2825.85,0.0999,0.2922,8133.3,0.212,3.4,589.05,0.4804,0,1,1
25069,2825.85,0.0999,0.3299,8632.8,0.212,2.78,670.76,0.4813,0,1,1
25070,2825.85,0.0999,0.3414,8757.0,0.212,2.28,904.79,0.4849,0,1,-1
25071,2825.85,0.0999,0.3333,8812.0,0.212,2.04,747.27,0.4919,0,1,-1
25072,2825.85,0.0999,0.3297,8857.5,0.212,1.67,752.44,0.498,0,1,0
25073,2825.85,0.0999,0.2137,9036.6,0.212,32.55,19.31,0.5018,1,1,0
25074,2825.75,0.1001,0.3869,8396.2,0.231,42.42,768.12,0.5057,1,1,0
25075,2825.75,0.1001,0.3798,8238.1,0.176,37.09,624.61,0.4884,0,1,0
25076,2825.75,0.1001,0.3687,8151.9,0.077,31.81,491.8,0.5,0,1,0
25077,2825.75,0.1001,0.3668,8121.3,0.077,26.41,466.86,0.5102,1,1,0
25078,2825.75,0.1001,0.3461,8041.8,0.077,23.07,324.15,0.5127,1,1,0
25079,2825.75,0.1001,0.3357,7943.6,0.077,20.16,192.83,0.5118,1,1,0
25080,2825.75,0.1001,0.3219,7654.2,0.077,18.32,46.7,0.5094,1,1,0
25081,2825.65,0.0999,0.5302,8466.7,0.107,16.99,213.36,0.5063,1,1,0
25082,2825.65,0.0999,0.5647,9584.4,0.107,14.09,339.79,0.4909,0,1,0
25083,2825.65,0.0999,0.604,10433.0,0.107,11.54,691.88,0.5121,1,1,0
25084,2825.65,0.0999,0.6047,10451.8,0.107,9.45,719.8,0.5402,1,1,0
25085,2825.85,0.0999,0.3202,10718.7,0.195,12.99,819.2,0.5558,1,1,0
25086,2825.95,0.1001,0.2209,10401.6,0.209,38.91,192.79,0.5918,1,1,0
25087,2825.95,0.1001,0.2459,9049.2,0.209,70.47,108.67,0.5914,1,1,0
25088,2826.05,0.1001,0.1495,7727.5,0.222,99.93,10.0,0.5707,1,1,0
25089,2826.05,0.1001,0.1552,7734.3,0.222,84.9,39.0,0.5886,1,1,0
25090,2826.05,0.1001,0.1737,7556.6,0.222,74.22,144.22,0.5892,1,1,0
25091,2826.05,0.1001,0.1847,7284.4,0.222,76.18,165.26,0.5793,1,1,0
25092,2826.15,0.0999,0.0853,8395.3,0.232,64.18,46.29,0.5753,1,1,0
25093,2826.15,0.0999,0.0949,8350.6,0.232,54.9,51.6,0.5854,1,1,0
25094,2826.15,0.0999,0.0985,8492.0,0.213,45.13,13.47,0.5746,1,1,0
25095,2826.15,0.0999,0.0994,8457.8,0.213,38.22,13.47,0.5498,1,1,0
25096,2826.15,0.0999,0.0997,8454.2,0.213,32.56,14.26,0.5321,1,1,0
25097,2826.15,0.0999,0.1003,8396.4,0.213,27.2,14.26,0.5149,1,1,0
25098,2826.15,0.0999,0.0605,9781.7,0.213,22.45,3.27,0.5005,1,1,0
25099,2826.05,0.1001,0.1264,9034.3,0.232,18.75,122.62,0.4921,0,1,0
25100,2825.85,0.0999,0.4265,6737.9,0.285,30.39,146.82,0.4694,0,1,0
25101,2825.75,0.1001,0.7245,6043.3,0.285,38.3,45.78,0.4502,0,1,0
25102,2825.75,0.1001,0.7309,6027.0,0.285,32.08,44.72,0.4494,0,1,0
25103,2825.75,0.1001,0.7326,6063.3,0.285,26.45,44.36,0.4731,0,1,0
25104,2825.65,0.0999,0.9763,6794.7,0.296,22.2,679.97,0.5038,1,1,0
25105,2825.55,0.1001,0.938,9127.5,0.257,61.86,1069.32,0.4998,0,1,0
25106,2825.55,0.1001,0.9446,9049.3,0.24,56.81,902.65,0.4889,0,1,0
25107,2825.55,0.1001,0.9252,9216.1,0.24,47.42,867.09,0.4905,0,1,0
25108,2825.55,0.1001,0.9285,9086.4,0.22,41.9,829.44,0.492,0,1,0
25109,2825.55,0.1001,0.8901,9343.1,0.22,36.3,707.5,0.4907,0,1,0
25110,2825.55,0.1001,0.8761,9462.6,0.22,30.45,701.42,0.4943,0,1,0
25111,2825.55,0.1001,0.8883,9350.8,0.22,25.11,701.06,0.499,0,1,0
25112,2825.35,0.0999,0.952,11128.1,0.234,89.62,1490.29,0.5032,1,1,0
25113,2825.25,0.1001,0.9214,10379.2,0.236,167.09,1160.57,0.4528,0,1,0
25114,2825.15,0.0999,0.9408,8872.0,0.237,168.71,2337.38,0.4006,0,1,0
25115,2825.15,0.0999,0.9301,8507.6,0.237,145.92,1903.4,0.3552,0,1,0
25116,2825.15,0.0999,0.9204,8378.4,0.237,124.18,1702.42,0.3291,0,1,0
25117,2825.15,0.0999,0.9201,8360.2,0.237,103.12,1683.1,0.3133,0,1,0
25118,2825.15,0.0999,0.9252,7450.8,0.237,93.31,884.42,0.3081,0,1,0
25119,2825.15,0.0999,0.918,7427.1,0.236,79.48,808.32,0.3116,0,1,0
25120,2825.05,0.1001,0.9393,6695.0,0.206,79.21,994.93,0.3239,0,1,0
25121,2825.05,0.1001,0.9281,6347.7,0.202,71.2,597.65,0.3301,0,1,0
25122,2825.0,0.2002,0.9083,6323.7,0.201,70.07,1991.66,0.3444,0,1,0
25123,2825.0,0.2002,0.8929,5705.2,0.201,86.56,1342.14,0.2997,0,1,0
25124,2825.0,0.2002,0.887,5406.2,0.196,75.03,1043.14,0.2475,0,1,0
25125,2825.0,0.2002,0.8664,5287.9,0.189,63.43,829.3,0.2019,0,1,0
25126,2825.0,0.2002,0.8658,5265.4,0.189,52.65,806.8,0.1728,0,1,0
25127,2825.0,0.2002,0.8495,4694.5,0.189,47.82,235.9,0.1543,0,1,0
25128,2824.85,0.0999,0.9032,3960.7,0.21,49.67,862.81,0.1443,0,1,0
25129,2824.8,0.2,0.8256,3242.1,0.208,76.01,48.1,0.1477,0,1,0
25130,2824.65,0.0999,0.8774,3563.0,0.223,70.39,488.99,0.1512,0,1,0
25131,2824.65,0.0999,0.8672,3144.7,0.223,60.35,89.96,0.16,0,1,0
25132,2824.65,0.0999,0.8691,3138.0,0.186,49.59,89.95,0.1811,0,1,0
25133,2824.6,0.2,0.8735,3306.6,0.179,43.14,681.47,0.2104,0,1,0
25134,2824.55,0.1001,0.8233,3500.8,0.171,37.13,675.42,0.2083,0,1,0
25135,2824.55,0.1001,0.7458,3740.3,0.171,31.85,582.86,0.2263,0,1,0
25136,2824.55,0.1001,0.7445,3715.5,0.171,30.43,559.47,0.2553,0,1,0
25137,2824.55,0.1001,0.7114,3327.4,0.171,29.08,160.36,0.2888,0,1,0
25138,2824.45,0.1001,0.7262,3796.1,0.178,27.8,462.22,0.3243,0,1,0
25139,2824.45,0.1001,0.7169,3671.8,0.178,25.84,337.81,0.3495,0,1,0
25140,2824.45,0.1001,0.708,3560.6,0.172,22.43,226.28,0.3835,0,1,0
25141,2824.45,0.1001,0.6804,3641.2,0.172,19.45,183.15,0.4161,0,1,0
25142,2824.45,0.1001,0.6296,3884.3,0.172,19.91,150.93,0.4427,0,1,0
25143,2824.45,0.1001,0.6023,3903.0,0.172,18.11,56.45,0.465,0,1,0
25144,2824.35,0.0999,0.6873,3762.4,0.179,20.27,529.83,0.4819,0,1,-1
25145,2824.35,0.0999,0.6087,3815.8,0.179,23.85,266.75,0.4793,0,1,0
25146,2823.95,0.1001,0.7851,5115.4,0.333,72.45,262.2,0.4918,0,1,1
25147,2823.95,0.1001,0.788,5042.6,0.333,65.3,165.68,0.4484,0,1,1
25148,2823.95,0.1001,0.7807,5103.7,0.326,55.28,87.34,0.4603,0,1,1
25149,2823.95,0.1001,0.7866,5056.3,0.328,45.98,63.97,0.4776,0,1,1
25150,2823.9,0.2,0.8385,6688.0,0.316,41.27,748.97,0.4852,0,1,1
25151,2823.9,0.2,0.8373,6639.3,0.316,36.33,685.79,0.4653,0,1,-1
25152,2823.85,0.0999,0.9245,5917.6,0.315,31.19,600.67,0.4365,0,1,-1
25153,2823.85,0.0999,0.9236,5855.3,0.316,26.99,544.83,0.4158,0,1,-1
25154,2823.85,0.0999,0.9222,5765.6,0.317,28.26,449.33,0.4397,0,1,-1
25155,2823.85,0.0999,0.9213,5720.3,0.317,25.31,356.79,0.4583,0,1,-1
25156,2823.85,0.0999,0.9217,5761.5,0.317,21.09,355.19,0.4677,0,1,-1
25157,2823.85,0.0999,0.9193,5776.4,0.317,17.45,355.19,0.4782,0,1,-1
25158,2823.85,0.0999,0.9005,5914.2,0.314,14.65,353.6,0.4873,0,1,-1
25159,2823.85,0.0999,0.8983,5877.7,0.314,12.17,321.73,0.4959,0,1,-1
25160,2823.85,0.0999,0.8979,5850.9,0.314,10.33,289.85,0.5035,1,1,-1
25161,2823.85,0.0999,0.8972,5820.5,0.314,9.0,257.63,0.5094,1,1,-1
25162,2823.85,0.0999,0.9122,6833.0,0.314,7.37,738.48,0.5144,1,1,-1
25163,2823.85,0.0999,0.912,6252.3,0.314,6.03,585.91,0.5218,1,1,-1
25164,2823.85,0.0999,0.9034,7022.2,0.309,4.94,622.87,0.5226,1,1,-1
25165,2823.85,0.0999,0.8919,7117.0,0.309,4.04,561.31,0.5261,1,1,0
25166,2823.85,0.0999,0.8913,7181.9,0.053,3.31,606.82,0.5296,1,1,0
25167,2823.85,0.0999,0.8965,7127.0,0.053,3.98,595.0,0.5307,1,1,0
25168,2823.85,0.0999,0.9255,7464.9,0.053,3.26,778.13,0.5269,1,1,0
25169,2824.25,0.1001,0.3645,4410.7,0.317,15.54,84.53,0.524,1,1,0
25170,2824.25,0.1001,0.2434,3904.3,0.313,12.72,90.11,0.5845,1,1,0
25171,2824.25,0.1001,0.2443,4009.1,0.313,10.42,60.98,0.5546,1,1,0
25172,2824.25,0.1001,0.2502,3991.1,0.309,8.71,60.98,0.5296,1,1,0
25173,2824.25,0.1001,0.2501,3999.4,0.309,7.31,60.33,0.5225,1,1,0
25174,2824.25,0.1001,0.2537,4014.7,0.309,6.17,52.41,0.5174,1,1,0
25175,2824.25,0.1001,0.2272,4409.5,0.309,5.05,52.41,0.5131,1,1,-1
25176,2824.25,0.1001,0.2323,4362.7,0.309,4.13,57.96,0.5079,1,1,1
25177,2824.25,0.1001,0.2572,4675.4,0.309,3.38,51.0,0.5016,1,1,1
25178,2824.25,0.1001,0.2543,4650.7,0.309,2.77,51.0,0.4957,0,1,1
25179,2824.25,0.1001,0.3059,5396.2,0.309,2.27,118.96,0.4897,0,1,1
25180,2824.25,0.1001,0.239,6883.9,0.309,2.04,105.66,0.4852,0,1,1
25181,2823.85,0.0999,0.8571,9896.7,0.448,80.52,618.54,0.482,0,1,1
25182,2823.85,0.0999,0.8567,9820.6,0.448,69.91,549.01,0.4418,0,1,1
25183,2823.85,0.0999,0.8568,9759.9,0.448,60.32,497.7,0.449,0,1,1
25184,2823.85,0.0999,0.8589,9652.0,0.448,54.28,425.73,0.4831,0,1,1
25185,2823.85,0.0999,0.8086,9998.2,0.448,48.25,220.66,0.5022,1,1,1
25186,2823.85,0.0999,0.807,9913.2,0.448,40.23,135.6,0.5226,1,1,1
25187,2823.75,0.1001,0.919,12442.1,0.455,36.38,2049.01,0.5388,1,1,1
25188,2823.75,0.1001,0.9141,12455.2,0.455,30.87,2000.22,0.5241,1,1,1
25189,2823.75,0.1001,0.9134,12352.3,0.314,26.91,1897.14,0.5265,1,1,1
25190,2823.75,0.1001,0.9132,12331.4,0.314,23.66,1875.94,0.5182,1,1,1
25191,2823.75,0.1001,0.9157,12173.3,0.314,22.09,1761.65,0.513,1,1,1
25192,2823.75,0.1001,0.927,11955.8,0.314,22.08,1697.91,0.5103,1,1,1
25193,2823.75,0.1001,0.9252,11846.5,0.314,20.79,1575.12,0.5086,1,1,1
25194,2823.75,0.1001,0.9245,11773.6,0.314,20.11,1499.99,0.5083,1,1,1
25195,2823.75,0.1001,0.9232,11569.0,0.314,22.26,1295.69,0.5093,1,1,1
25196,2823.75,0.1001,0.9233,11473.7,0.314,23.3,1208.44,0.5099,1,1,1
25197,2823.75,0.1001,0.9228,11455.6,0.314,19.44,1185.42,0.5104,1,1,1
25198,2823.75,0.1001,0.9129,11544.1,0.314,17.91,1153.19,0.514,1,1,1
25199,2823.75,0.1001,0.9489,12103.6,0.314,15.75,1148.41,0.5193,1,1,1
25200,2823.75,0.1001,0.9588,13335.2,0.314,15.07,915.52,0.5258,1,1,1
25201,2823.85,0.0999,0.8867,10025.8,0.113,12.52,151.31,0.5348,1,1,1
25202,2823.85,0.0999,0.8669,9385.3,0.113,10.25,288.82,0.56,1,1,1
25203,2823.85,0.0999,0.8747,9171.8,0.113,12.2,345.29,0.5558,1,1,1
25204,2824.05,0.1001,0.613,7793.5,0.191,22.68,170.93,0.5521,1,1,-1
25205,2824.25,0.1001,0.2495,7561.1,0.241,27.99,487.43,0.5847,1,1,0
25206,2824.45,0.1001,0.0722,5764.5,0.277,93.25,112.66,0.5881,1,1,0
25207,2824.55,0.1001,0.096,4920.1,0.26,108.61,155.74,0.5871,1,1,0
25208,2824.65,0.0999,0.0397,4118.2,0.262,115.57,3.9,0.5806,1,1,0
25209,2824.65,0.0999,0.0477,4140.8,0.262,96.07,3.97,0.5813,1,1,0
25210,2824.65,0.0999,0.0478,4134.2,0.262,79.38,3.98,0.5745,1,1,0
25211,2824.65,0.0999,0.106,4311.4,0.262,65.72,118.41,0.5669,1,1,0
25212,2824.65,0.0999,0.134,4495.6,0.262,54.89,236.79,0.56,1,1,0
25213,2824.75,0.1001,0.1286,3438.8,0.262,67.06,35.5,0.5485,1,1,0
25214,2824.85,0.0999,0.1673,3743.8,0.262,57.44,139.67,0.5586,1,1,0
25215,2824.85,0.0999,0.1919,3762.4,0.262,47.93,142.75,0.5638,1,1,0
25216,2824.85,0.0999,0.186,3630.3,0.262,39.43,143.04,0.5393,1,1,0
25217,2824.85,0.0999,0.0921,4832.6,0.262,32.28,119.88,0.5153,1,1,0
25218,2824.65,0.0999,0.1256,4483.1,0.326,36.58,120.0,0.5052,1,1,0
25219,2824.15,0.0999,0.6718,3385.0,0.532,62.21,264.84,0.4721,0,1,-1
25220,2824.05,0.1001,0.9446,5548.7,0.54,65.62,26.2,0.4255,0,1,1
25221,2824.05,0.1001,0.9455,5557.0,0.536,53.72,23.73,0.4292,0,1,-1
25222,2824.05,0.1001,0.9179,5505.6,0.536,44.17,23.08,0.4547,0,1,-1
25223,2824.05,0.1001,0.9432,5530.6,0.536,36.16,38.53,0.4741,0,1,-1
25224,2824.05,0.1001,0.9408,5541.5,0.513,29.61,39.1,0.4905,0,1,-1
25225,2824.05,0.1001,0.9518,5513.9,0.487,24.24,40.94,0.5062,1,1,-1
25226,2824.05,0.1001,0.9517,5503.4,0.456,20.03,39.46,0.516,1,1,-1
25227,2824.05,0.1001,0.9518,5512.2,0.446,16.4,39.17,0.5208,1,1,-1
25228,2824.05,0.1001,0.9718,5610.0,0.435,13.42,179.6,0.5226,1,1,-1
25229,2824.05,0.1001,0.9606,5823.1,0.435,10.99,136.8,0.5237,1,1,-1
25230,2824.05,0.1001,0.9699,6206.1,0.435,9.0,265.3,0.5243,1,1,-1
25231,2824.05,0.1001,0.9637,6138.0,0.435,7.37,160.99,0.5268,1,1,-1
25232,2824.05,0.1001,0.9273,6179.4,0.435,6.03,142.1,0.5296,1,1,-1
25233,2824.05,0.1001,0.9305,6315.2,0.423,5.12,162.02,0.534,1,1,-1
25234,2824.05,0.1001,0.9381,6336.9,0.41,4.37,184.96,0.5383,1,1,-1
25235,2824.05,0.1001,0.918,6275.5,0.41,3.58,142.45,0.5416,1,1,-1
25236,2823.95,0.1001,0.9595,7989.0,0.411,27.95,258.62,0.5436,1,1,-1
25237,2824.05,0.1001,0.9377,7390.4,0.425,29.23,215.77,0.5204,1,1,-1
25238,2824.15,0.0999,0.772,3975.7,0.417,30.09,215.95,0.5411,1,1,0
25239,2824.15,0.0999,0.7562,3863.8,0.159,24.64,166.23,0.5422,1,1,0
25240,2824.15,0.0999,0.7493,3912.3,0.136,20.17,148.1,0.5245,1,1,0
25241,2824.15,0.0999,0.7932,4308.8,0.136,16.7,308.86,0.515,1,1,0
25242,2824.15,0.0999,0.7991,4296.3,0.136,13.67,312.76,0.5105,1,1,0
25243,2824.25,0.1001,0.4948,2440.3,0.154,15.72,164.49,0.5071,1,1,0
25244,2824.25,0.1001,0.4833,2418.6,0.154,13.05,61.17,0.5239,1,1,0
25245,2824.25,0.1001,0.4813,2409.7,0.154,10.69,63.74,0.5164,1,1,0
25246,2824.25,0.1001,0.3972,2381.2,0.154,8.75,34.43,0.5123,1,1,0
25247,2824.25,0.1001,0.3989,2503.2,0.154,7.16,32.26,0.5119,1,1,0
25248,2824.25,0.1001,0.3921,2479.5,0.154,5.87,32.26,0.511,1,1,0
25249,2824.25,0.1001,0.3773,2530.7,0.154,4.8,20.58,0.5092,1,1,0
25250,2824.25,0.1001,0.444,2641.7,0.154,3.93,46.62,0.5076,1,1,0
25251,2824.15,0.0999,0.7186,3904.7,0.176,23.34,59.74,0.5057,1,1,0
25252,2824.05,0.1001,0.8891,6560.9,0.194,30.71,106.79,0.4889,0,1,0
25253,2824.05,0.1001,0.8892,6545.5,0.194,26.96,93.71,0.4819,0,1,0
25254,2824.05,0.1001,0.8859,6561.3,0.194,22.98,86.32,0.5119,1,1,0
25255,2824.05,0.1001,0.889,6527.8,0.194,19.72,76.91,0.5319,1,1,0
25256,2824.05,0.1001,0.9121,6998.2,0.177,16.32,76.91,0.5397,1,1,0
25257,2824.05,0.1001,0.9115,6757.0,0.159,15.36,3.26,0.5455,1,1,0
25258,2823.95,0.1001,0.9413,9012.3,0.154,13.84,317.99,0.5476,1,1,0
25259,2823.95,0.1001,0.9382,9069.6,0.154,11.33,338.95,0.5275,1,1,0
25260,2823.95,0.1001,0.9482,9376.6,0.154,9.28,509.34,0.5423,1,1,0
25261,2823.95,0.1001,0.947,9293.0,0.154,7.6,421.6,0.5469,1,1,0
25262,2823.95,0.1001,0.9556,9429.3,0.154,6.4,493.39,0.5447,1,1,0
25263,2823.95,0.1001,0.9478,9643.0,0.127,5.24,487.09,0.5459,1,1,0
25264,2823.95,0.1001,0.9351,9977.8,0.127,4.29,385.06,0.5477,1,1,0
25265,2823.95,0.1001,0.9321,10005.0,0.127,3.88,397.55,0.5516,1,1,0
25266,2823.95,0.1001,0.9466,9947.0,0.127,3.17,466.57,0.5556,1,1,0
25267,2823.95,0.1001,0.9407,10009.3,0.127,2.6,546.24,0.5583,1,1,0
25268,2823.95,0.1001,0.947,10317.8,0.127,2.13,550.13,0.5596,1,1,0
25269,2823.95,0.1001,0.9485,10289.7,0.127,1.92,553.67,0.5604,1,1,0
25270,2823.95,0.1001,0.9351,10425.1,0.127,1.57,465.45,0.5613,1,1,0
25271,2823.95,0.1001,0.8516,11256.5,0.107,1.29,429.24,0.5638,1,1,0
25272,2823.75,0.1001,0.9224,14609.0,0.169,127.94,1046.99,0.5721,1,1,0
25273,2823.75,0.1001,0.8716,15204.7,0.169,146.62,295.27,0.4865,0,1,0
25274,2823.75,0.1001,0.8829,16355.1,0.169,120.23,801.21,0.4419,0,1,0
25275,2823.75,0.1001,0.8821,16306.0,0.169,98.43,815.54,0.4228,0,1,0
25276,2823.85,0.0999,0.835,11847.2,0.191,107.24,79.13,0.4169,0,1,0
25277,2823.85,0.0999,0.8409,11877.3,0.191,89.79,145.64,0.4271,0,1,0
25278,2823.85,0.0999,0.841,11878.2,0.177,73.7,150.95,0.4342,0,1,0
25279,2823.9,0.2,0.7744,12343.3,0.182,62.15,64.27,0.4485,0,1,0
25280,2823.75,0.1001,0.9048,15675.2,0.215,55.96,455.47,0.4424,0,1,0
25281,2823.75,0.1001,0.9062,15733.0,0.215,45.82,531.09,0.4298,0,1,0
25282,2823.75,0.1001,0.9144,16190.3,0.215,38.06,699.39,0.462,0,1,0
25283,2823.75,0.1001,0.9046,16108.7,0.215,31.34,610.92,0.4915,0,1,0
25284,2823.75,0.1001,0.9067,16092.0,0.215,25.84,613.38,0.5174,1,1,0
25285,2823.75,0.1001,0.9037,16138.1,0.215,21.16,606.77,0.5453,1,1,0
25286,2823.75,0.1001,0.9101,16197.4,0.215,17.32,614.67,0.5669,1,1,0
25287,2823.75,0.1001,0.9101,16216.4,0.215,14.18,621.82,0.5816,1,1,0
25288,2823.75,0.1001,0.9025,16348.3,0.215,11.61,617.48,0.5909,1,1,0
25289,2823.75,0.1001,0.908,16446.3,0.215,9.69,627.12,0.5974,1,1,0
25290,2823.75,0.1001,0.9065,16480.4,0.215,7.93,628.89,0.6011,1,1,0
25291,2823.75,0.1001,0.9052,16585.8,0.215,6.49,630.66,0.6041,1,1,0
25292,2823.75,0.1001,0.9112,16689.7,0.149,5.5,741.98,0.6067,1,1,0
25293,2823.75,0.1001,0.8845,16809.0,0.149,4.5,605.19,0.6088,1,1,0
25294,2823.65,0.0999,0.9429,19999.9,0.168,51.9,3536.81,0.6111,1,1,0
25295,2823.65,0.0999,0.9159,20562.2,0.168,45.21,3499.18,0.5841,1,1,0
25296,2823.65,0.0999,0.8925,18989.6,0.144,123.12,1618.81,0.5539,1,1,0
25297,2823.65,0.0999,0.8859,18334.0,0.144,130.17,913.96,0.4656,0,1,0
25298,2823.65,0.0999,0.891,18161.5,0.144,109.84,852.82,0.4071,0,1,0
25299,2823.6,0.2,0.8989,21693.6,0.139,140.5,1511.27,0.3824,0,1,0
25300,2823.45,0.1001,0.9521,25853.3,0.138,198.96,2030.53,0.3035,0,1,-1
25301,2823.45,0.1001,0.9567,24646.9,0.138,173.41,994.92,0.2339,0,1,-1
25302,2823.45,0.1001,0.9562,23951.3,0.138,154.84,317.78,0.1946,0,1,1
25303,2823.35,0.0999,0.9795,30691.9,0.152,139.46,4431.18,0.1848,0,1,1
25304,2823.35,0.0999,0.9793,30314.9,0.152,117.45,4054.23,0.1643,0,1,1
25305,2823.35,0.0999,0.9472,31216.4,0.152,97.79,3903.15,0.1489,0,1,1
25306,2823.35,0.0999,0.9476,31000.2,0.152,84.41,3718.48,0.1339,0,1,1
25307,2823.35,0.0999,0.9469,30984.5,0.152,70.38,3683.29,0.1274,0,1,1
25308,2823.35,0.0999,0.9459,31003.0,0.152,58.17,3665.08,0.1251,0,1,1
25309,2823.35,0.0999,0.9461,30941.5,0.152,48.53,3614.39,0.1256,0,1,1
25310,2823.35,0.0999,0.9459,30926.0,0.152,41.54,3591.07,0.1278,0,1,1
25311,2823.35,0.0999,0.9496,30525.3,0.152,36.91,3372.27,0.1313,0,1,1
25312,2823.35,0.0999,0.9467,30234.7,0.152,40.37,2982.03,0.1353,0,1,1
25313,2823.35,0.0999,0.9503,30067.9,0.152,35.77,2923.42,0.1385,0,1,1
25314,2823.35,0.0999,0.9396,30360.1,0.138,30.74,2876.85,0.1423,0,1,1
25315,2823.35,0.0999,0.9431,30312.1,0.138,26.8,2836.82,0.1482,0,1,1
25316,2823.35,0.0999,0.9428,30109.9,0.138,24.12,2733.44,0.1555,0,1,1
25317,2823.35,0.0999,0.9431,30172.4,0.138,20.83,2700.39,0.1638,0,1,1
25318,2823.35,0.0999,0.9426,30027.5,0.138,21.95,2651.47,0.1731,0,1,1
25319,2823.35,0.0999,0.9484,29479.5,0.135,21.23,2329.94,0.1824,0,1,1
25320,2823.35,0.0999,0.944,29053.7,0.077,27.72,1798.46,0.1935,0,1,1
25321,2823.35,0.0999,0.9432,29049.3,0.077,24.32,1768.6,0.207,0,1,1
25322,2823.35,0.0999,0.9389,29176.5,0.077,20.82,1763.36,0.2255,0,1,1
25323,2823.35,0.0999,0.9384,28976.1,0.0,18.13,1562.68,0.2473,0,1,1
25324,2823.35,0.0999,0.9509,28526.0,0.0,16.3,1476.96,0.2743,0,1,1
25325,2823.35,0.0999,0.9429,28761.9,0.0,16.79,1415.9,0.3058,0,1,1
25326,2823.35,0.0999,0.9403,28731.8,0.0,15.19,1355.69,0.3403,0,1,1
25327,2823.35,0.0999,0.9398,28600.4,0.0,13.53,1224.86,0.3765,0,1,1
25328,2823.35,0.0999,0.9491,28582.3,0.0,13.07,1172.08,0.4174,0,1,1
25329,2823.35,0.0999,0.954,29194.4,0.0,10.88,1336.81,0.4626,0,1,1
25330,2823.45,0.1001,0.9374,21207.6,0.077,18.7,529.44,0.5077,1,1,1
25331,2823.45,0.1001,0.9445,21749.8,0.077,15.31,622.7,0.5519,1,1,1
25332,2823.75,0.1001,0.4551,4021.3,0.239,42.44,143.71,0.5711,1,1,1
25333,2823.75,0.1001,0.579,5098.1,0.239,34.75,493.09,0.6015,1,1,1
25334,2823.95,0.1001,0.2443,5414.1,0.276,53.65,178.0,0.5599,1,1,1
25335,2823.95,0.1001,0.2271,5423.4,0.276,43.92,205.97,0.5607,1,1,1
25336,2823.95,0.1001,0.2083,5487.2,0.276,36.14,130.41,0.5427,1,1,1
25337,2823.95,0.1001,0.2084,5489.1,0.276,29.59,130.41,0.5275,1,1,1
25338,2823.95,0.1001,0.1906,5915.3,0.276,24.23,117.58,0.5243,1,1,1
25339,2823.95,0.1001,0.1878,5966.8,0.276,19.84,117.58,0.5195,1,1,1
25340,2823.95,0.1001,0.2193,5911.1,0.276,16.24,159.51,0.5132,1,1,1
25341,2823.95,0.1001,0.2216,5822.7,0.276,13.3,143.18,0.5058,1,1,1
