t,mid,spread,obi,depth,volatility,intensity,queue,pup,pred,has_pred,real
24738,2824.35,0.0999,0.8747,8208.8,0.253,42.52,2315.84,0.1032,0,1,0
24739,2824.35,0.0999,0.8745,8074.5,0.253,36.08,2196.72,0.1119,0,1,0
24740,2824.35,0.0999,0.8644,7186.2,0.25,35.52,1347.35,0.1216,0,1,0
24741,2824.35,0.0999,0.8607,7173.8,0.252,31.44,1310.15,0.1318,0,1,-1
24742,2824.35,0.0999,0.8578,7023.5,0.247,29.37,1160.65,0.144,0,1,-1
24743,2824.35,0.0999,0.8952,5729.1,0.205,32.02,264.5,0.1568,0,1,1
24744,2824.35,0.0999,0.8974,5703.8,0.145,27.3,253.88,0.1689,0,1,1
24745,2824.3,0.2,0.8731,7233.5,0.145,37.04,200.35,0.1837,0,1,1
24746,2824.2,0.3999,0.9061,10186.1,0.16,57.88,1619.01,0.1803,0,1,1
24747,2824.05,0.1001,0.8997,9553.0,0.19,55.36,984.31,0.1496,0,1,1
24748,2824.05,0.1001,0.8953,9145.3,0.179,49.31,576.58,0.1373,0,1,1
24749,2823.95,0.1001,0.9657,12166.7,0.19,51.43,1214.65,0.1479,0,1,1
24750,2823.95,0.1001,0.9615,12007.4,0.164,44.65,1010.46,0.1592,0,1,1
24751,2823.95,0.3,0.94,12740.1,0.164,55.22,1451.33,0.1712,0,1,1
24752,2823.8,0.2,0.9288,12081.0,0.181,72.04,1614.83,0.1423,0,1,1
24753,2823.8,0.2,0.9203,11634.0,0.181,70.95,1100.96,0.1163,0,1,1
24754,2823.65,0.0999,0.921,10630.5,0.203,79.11,1611.3,0.1003,0,1,1
24755,2823.65,0.0999,0.9017,10788.5,0.203,66.95,1548.71,0.0979,0,1,1
24756,2823.65,0.0999,0.9107,11630.1,0.203,58.8,1510.31,0.1059,0,1,1
24757,2823.65,0.0999,0.8772,10493.3,0.203,58.84,869.94,0.1178,0,1,1
24758,2823.65,0.0999,0.8719,10266.3,0.203,51.43,673.74,0.1301,0,1,1
24759,2823.65,0.0999,0.8592,10409.5,0.203,43.2,573.2,0.1444,0,1,1
24760,2823.55,0.1001,0.8507,8941.7,0.207,93.56,2825.52,0.1614,0,1,1
24761,2823.55,0.1001,0.8391,8308.8,0.207,102.7,2190.64,0.1638,0,1,1
24762,2823.55,0.1001,0.9429,8820.6,0.207,85.35,2183.09,0.1644,0,1,1
24763,2824.05,0.1001,0.2593,1583.7,0.465,97.25,258.12,0.1603,0,1,1
24764,2824.05,0.1001,0.2172,1691.5,0.465,79.62,203.15,0.2238,0,1,1
24765,2824.05,0.1001,0.1851,1645.4,0.464,65.37,143.46,0.2619,0,1,1
24766,2824.05,0.1001,0.129,1543.4,0.459,53.52,34.56,0.3062,0,1,1
24767,2824.05,0.1001,0.1437,1284.1,0.444,43.82,37.5,0.3565,0,1,1
24768,2824.05,0.1001,0.6043,1512.1,0.444,36.06,355.55,0.4002,0,1,1
24769,2824.05,0.1001,0.599,1500.2,0.437,29.52,355.27,0.4314,0,1,1
24770,2824.15,0.0999,0.6601,2265.4,0.443,29.61,822.47,0.454,0,1,-1
24771,2824.45,0.1001,0.4601,2279.0,0.496,44.72,210.15,0.4855,0,1,0
24772,2824.45,0.1001,0.4668,2178.7,0.476,36.8,208.57,0.5371,1,1,0
24773,2824.65,0.0999,0.4519,2017.2,0.492,46.62,293.29,0.5212,1,1,0
24774,2824.65,0.0999,0.3934,1851.2,0.468,38.17,182.72,0.5366,1,1,0
24775,2824.65,0.0999,0.302,2017.4,0.468,31.25,192.61,0.5215,1,1,0
24776,2824.65,0.0999,0.112,1909.4,0.468,25.77,33.09,0.5041,1,1,0
24777,2824.65,0.0999,0.1116,1923.7,0.468,21.1,33.09,0.5016,1,1,0
24778,2824.65,0.0999,0.1159,1933.7,0.468,17.27,33.09,0.4996,0,1,1
24779,2824.65,0.0999,0.1212,1918.3,0.468,14.14,33.09,0.4963,0,1,1
24780,2824.65,0.0999,0.0979,2237.6,0.454,11.58,33.09,0.493,0,1,1
24781,2824.15,0.0999,0.631,1796.1,0.624,37.21,348.64,0.489,0,1,1
24782,2824.15,0.0999,0.7478,1809.4,0.624,50.41,93.82,0.4473,0,1,1
24783,2824.15,0.0999,0.7534,1803.8,0.494,41.27,304.65,0.4566,0,1,1
24784,2824.45,0.1001,0.658,4777.4,0.543,35.78,823.86,0.4831,0,1,1
24785,2824.65,0.0999,0.3407,3848.8,0.56,41.99,239.48,0.5347,1,1,1
24786,2824.65,0.0999,0.1805,3003.2,0.56,34.56,292.14,0.5589,1,1,1
24787,2824.65,0.0999,0.1324,3001.7,0.56,28.29,194.62,0.5296,1,1,1
24788,2824.65,0.0999,0.14,3028.6,0.56,23.35,220.35,0.5101,1,1,1
24789,2824.65,0.0999,0.1537,3079.0,0.56,19.11,258.5,0.5067,1,1,1
24790,2824.65,0.0999,0.4084,3926.2,0.558,15.65,384.96,0.5018,1,1,-1
24791,2824.75,0.1001,0.4718,3169.9,0.516,43.08,312.62,0.4985,0,1,-1
24792,2824.95,0.1001,0.3755,2272.1,0.535,59.56,133.46,0.5115,1,1,0
24793,2824.95,0.1001,0.257,2350.1,0.516,48.77,31.38,0.5415,1,1,0
24794,2824.95,0.1001,0.2809,2400.4,0.516,39.93,44.7,0.5249,1,1,0
24795,2824.95,0.1001,0.2533,2694.8,0.516,32.69,123.56,0.5047,1,1,0
24796,2824.95,0.1001,0.2419,2672.7,0.516,26.76,74.35,0.5009,1,1,0
24797,2824.65,0.0999,0.4121,2698.0,0.571,30.43,22.15,0.4952,0,1,0
24798,2824.65,0.0999,0.3861,2687.5,0.571,24.92,39.14,0.464,0,1,0
24799,2824.25,0.1001,0.9084,2642.1,0.649,64.81,462.13,0.4693,0,1,-1
24800,2824.25,0.1001,0.9296,3386.7,0.649,53.24,575.24,0.4476,0,1,-1
24801,2824.25,0.1001,0.9216,3329.0,0.519,43.59,559.74,0.452,0,1,-1
24802,2824.25,0.1001,0.9523,3516.4,0.519,35.87,672.3,0.4722,0,1,-1
24803,2824.25,0.1001,0.9567,3540.1,0.519,29.37,676.42,0.4806,0,1,-1
24804,2824.25,0.1001,0.9648,3826.7,0.461,24.05,795.7,0.4898,0,1,-1
24805,2824.25,0.1001,0.962,3845.7,0.428,19.87,799.1,0.4952,0,1,-1
24806,2824.25,0.1001,0.9552,3896.1,0.428,16.27,811.07,0.4968,0,1,-1
24807,2824.45,0.1001,0.9191,4222.4,0.46,18.03,773.76,0.4963,0,1,-1
24808,2824.95,0.1001,0.4294,3715.0,0.606,34.88,4.8,0.5217,1,1,0
24809,2825.15,0.0999,0.1568,2107.5,0.623,72.25,60.7,0.5706,1,1,0
24810,2825.15,0.0999,0.0566,2586.3,0.623,59.15,40.3,0.5535,1,1,0
24811,2825.15,0.0999,0.0612,2583.4,0.62,48.79,40.3,0.5268,1,1,0
24812,2825.15,0.0999,0.0573,2662.0,0.602,40.13,40.3,0.5251,1,1,0
24813,2825.15,0.0999,0.0597,2661.0,0.602,32.85,40.3,0.5244,1,1,0
24814,2825.15,0.0999,0.0749,2511.8,0.602,26.9,40.3,0.521,1,1,0
24815,2825.15,0.0999,0.077,2746.8,0.602,22.75,40.3,0.5165,1,1,0
24816,2825.15,0.0999,0.0747,2768.3,0.602,18.62,40.3,0.5106,1,1,0
24817,2825.05,0.1001,0.1164,2732.2,0.556,21.96,32.4,0.5032,1,1,0
24818,2824.95,0.1001,0.1777,2172.5,0.563,20.15,51.08,0.4856,0,1,0
24819,2824.95,0.1001,0.1743,2158.3,0.452,16.5,43.06,0.4733,0,1,0
24820,2824.75,0.1001,0.4886,1437.7,0.487,27.28,31.17,0.4766,0,1,0
24821,2824.75,0.1001,0.4709,1500.6,0.487,22.34,28.47,0.4634,0,1,0
24822,2824.65,0.0999,0.6623,2391.9,0.496,22.46,113.94,0.4655,0,1,0
24823,2824.65,0.0999,0.7344,2245.2,0.496,18.57,175.43,0.4668,0,1,0
24824,2824.65,0.0999,0.7271,2196.0,0.496,15.38,132.88,0.4757,0,1,0
24825,2824.45,0.1001,0.8479,3668.2,0.524,28.73,367.19,0.4897,0,1,0
24826,2824.45,0.1001,0.9,3524.8,0.524,23.52,397.08,0.4654,0,1,0
24827,2824.45,0.1001,0.9613,4185.6,0.501,19.26,592.44,0.4802,0,1,0
24828,2824.45,0.1001,0.9392,3919.5,0.294,15.77,512.43,0.5035,1,1,0
24829,2824.45,0.1001,0.9393,3926.1,0.232,13.09,521.28,0.5084,1,1,0
24830,2824.45,0.1001,0.9389,3906.1,0.232,10.72,497.89,0.5079,1,1,0
24831,2824.45,0.1001,0.9369,3937.9,0.232,8.77,519.54,0.5028,1,1,0
24832,2824.45,0.1001,0.9141,4055.1,0.232,7.37,538.87,0.4984,0,1,0
24833,2824.45,0.1001,0.9051,4092.0,0.232,6.03,538.59,0.4961,0,1,0
24834,2824.45,0.1001,0.9054,4138.3,0.232,4.94,538.94,0.4951,0,1,0
24835,2824.45,0.1001,0.9051,4111.7,0.232,4.04,538.59,0.495,0,1,0
24836,2824.45,0.1001,0.9039,4078.3,0.232,3.49,508.53,0.4952,0,1,0
24837,2824.45,0.1001,0.9002,4131.8,0.227,2.86,541.79,0.4959,0,1,0
24838,2824.45,0.1001,0.8965,4096.7,0.221,2.34,514.81,0.4973,0,1,0
24839,2824.45,0.1001,0.86,4100.8,0.221,1.92,395.58,0.4981,0,1,0
24840,2824.45,0.1001,0.8619,4204.4,0.169,1.75,464.09,0.4998,0,1,0
24841,2824.45,0.1001,0.8413,4213.3,0.169,1.43,397.85,0.502,1,1,0
24842,2824.45,0.1001,0.8985,4932.2,0.155,1.35,544.57,0.5027,1,1,0
24843,2824.45,0.1001,0.7227,5458.7,0.155,1.47,379.19,0.5042,1,1,0
24844,2824.25,0.1001,0.7836,6289.9,0.212,77.52,569.33,0.5102,1,1,0
24845,2824.1,0.2,0.7963,5647.8,0.187,101.9,1583.92,0.4696,0,1,-1
24846,2824.05,0.1001,0.7742,5523.5,0.189,93.94,1338.08,0.4178,0,1,-1
24847,2824.0,0.2002,0.8106,6643.4,0.189,97.94,1038.81,0.4004,0,1,-1
24848,2823.95,0.1001,0.8546,6031.0,0.189,87.25,811.82,0.364,0,1,-1
24849,2823.95,0.1001,0.8248,6080.2,0.189,75.24,653.88,0.35,0,1,-1
24850,2823.95,0.1001,0.8246,6070.5,0.189,62.69,650.98,0.3565,0,1,-1
24851,2823.95,0.1001,0.8398,5270.8,0.189,57.67,82.36,0.3815,0,1,-1
24852,2823.95,0.1001,0.8351,5279.8,0.189,48.12,64.96,0.4043,0,1,-1
24853,2823.9,0.2,0.8566,7172.7,0.189,72.75,304.51,0.4251,0,1,-1
24854,2823.85,0.0999,0.8481,7117.4,0.188,60.84,202.82,0.4059,0,1,-1
24855,2823.85,0.0999,0.8476,7106.6,0.188,51.08,186.98,0.4064,0,1,-1
24856,2823.55,0.1001,0.9257,9520.5,0.279,104.17,1760.6,0.4251,0,1,1
24857,2823.55,0.1001,0.9824,7827.3,0.279,114.84,389.52,0.3957,0,1,1
24858,2823.6,0.2,0.9712,8984.5,0.287,100.55,439.15,0.3878,0,1,1
24859,2823.85,0.0999,0.8397,3762.2,0.365,83.05,169.94,0.3568,0,1,-1
24860,2823.85,0.0999,0.8814,3870.4,0.365,68.17,302.94,0.3594,0,1,-1
24861,2823.85,0.0999,0.8695,3741.4,0.365,55.82,350.39,0.382,0,1,-1
24862,2823.95,0.1001,0.6946,2013.7,0.378,46.24,345.66,0.4085,0,1,-1
24863,2823.95,0.1001,0.6342,1839.1,0.378,38.04,260.9,0.4469,0,1,-1
24864,2823.95,0.1001,0.6483,1876.0,0.35,31.15,305.42,0.4685,0,1,-1
24865,2823.95,0.1001,0.6076,1698.1,0.333,25.5,136.63,0.4837,0,1,-1
24866,2823.95,0.1001,0.572,1883.0,0.331,20.88,97.53,0.4952,0,1,-1
24867,2823.95,0.1001,0.5607,1918.7,0.329,17.27,63.34,0.5032,1,1,-1
24868,2823.95,0.1001,0.5854,1975.4,0.327,14.14,142.28,0.5075,1,1,-1
24869,2823.95,0.1001,0.5642,1968.1,0.327,11.76,62.98,0.5105,1,1,0
24870,2823.95,0.1001,0.5607,1990.4,0.327,9.63,66.87,0.5121,1,1,0
24871,2823.75,0.1001,0.8038,6048.1,0.362,22.2,60.1,0.5127,1,1,-1
24872,2823.75,0.1001,0.8401,6607.3,0.362,18.18,165.28,0.4857,0,1,-1
24873,2823.75,0.1001,0.8543,6969.1,0.36,14.88,266.69,0.5068,1,1,-1
24874,2823.75,0.1001,0.8399,6881.3,0.359,12.37,187.02,0.5313,1,1,-1
24875,2823.95,0.1001,0.4267,3375.5,0.392,12.3,272.79,0.5394,1,1,0
24876,2823.95,0.1001,0.3696,3108.7,0.304,10.07,198.51,0.5717,1,1,0
24877,2823.95,0.1001,0.3607,2985.0,0.304,8.25,226.87,0.5483,1,1,-1
24878,2823.95,0.1001,0.3429,3142.2,0.304,6.93,229.35,0.5281,1,1,-1
24879,2823.95,0.1001,0.2885,2924.7,0.237,5.68,105.26,0.5204,1,1,-1
24880,2823.95,0.1001,0.3187,3049.6,0.237,4.65,164.05,0.5148,1,1,-1
24881,2823.95,0.1001,0.3264,3103.7,0.237,3.8,111.01,0.511,1,1,1
24882,2823.95,0.1001,0.3356,3139.3,0.225,3.11,140.54,0.5064,1,1,1
24883,2823.95,0.1001,0.3315,3093.4,0.225,2.55,108.62,0.5034,1,1,1
24884,2823.95,0.1001,0.2647,3132.4,0.225,2.09,77.95,0.5,1,1,1
24885,2823.95,0.1001,0.2913,3311.0,0.225,1.71,130.28,0.4952,0,1,1
24886,2823.95,0.1001,0.2839,3293.5,0.225,1.58,102.89,0.4911,0,1,-1
24887,2823.95,0.1001,0.2346,3681.1,0.225,1.29,64.89,0.4866,0,1,-1
24888,2823.95,0.1001,0.2834,3712.2,0.225,1.06,84.17,0.483,0,1,-1
24889,2823.95,0.1001,0.253,3764.3,0.225,0.87,62.36,0.4807,0,1,0
24890,2823.95,0.1001,0.2684,3842.7,0.225,1.07,135.77,0.4785,0,1,0
24891,2823.95,0.1001,0.2554,3782.5,0.155,0.88,70.46,0.4774,0,1,0
24892,2823.95,0.1001,0.2707,3838.8,0.155,0.72,146.42,0.477,0,1,0
24893,2823.95,0.1001,0.2521,3952.5,0.155,0.59,84.3,0.4767,0,1,0
24894,2823.95,0.1001,0.2691,3735.7,0.155,0.66,88.18,0.4759,0,1,0
24895,2823.95,0.1001,0.2837,3827.3,0.0,0.72,84.28,0.4751,0,1,0
24896,2823.95,0.1001,0.3592,4024.0,0.0,0.59,211.35,0.4773,0,1,0
24897,2823.95,0.1001,0.3798,4152.5,0.0,0.49,218.78,0.48,0,1,0
24898,2823.95,0.1001,0.338,4047.7,0.0,0.58,142.13,0.4835,0,1,0
24899,2823.75,0.1001,0.702,8763.4,0.155,7.36,44.93,0.4852,0,1,0
24900,2823.75,0.1001,0.6557,9555.8,0.155,6.03,153.69,0.4675,0,1,0
24901,2823.75,0.1001,0.6156,10197.4,0.155,4.93,76.26,0.5012,1,1,0
24902,2823.75,0.1001,0.6329,10308.9,0.155,4.04,169.98,0.5453,1,1,0
24903,2823.75,0.1001,0.6322,10311.3,0.155,3.49,157.37,0.5613,1,1,0
24904,2823.75,0.1001,0.6015,10552.2,0.155,2.86,95.18,0.5721,1,1,0
24905,2823.75,0.1001,0.5726,11272.9,0.155,2.34,153.5,0.5782,1,1,0
24906,2823.75,0.1001,0.5982,11317.9,0.155,1.91,198.06,0.5813,1,1,0
24907,2823.85,0.0999,0.5527,8997.9,0.177,61.21,113.6,0.5827,1,1,0
24908,2823.95,0.1001,0.2476,6379.7,0.195,52.47,16.19,0.5896,1,1,0
24909,2823.95,0.1001,0.3094,6599.2,0.195,43.14,94.13,0.5861,1,1,0
24910,2824.05,0.1001,0.347,5987.6,0.209,103.48,67.44,0.5634,1,1,0
24911,2824.25,0.1001,0.2187,4654.4,0.258,116.8,100.85,0.5637,1,1,0
24912,2824.25,0.1001,0.2122,4619.2,0.258,95.63,53.16,0.5857,1,1,0
24913,2824.25,0.1001,0.2135,4635.5,0.258,78.48,132.82,0.5725,1,1,0
24914,2824.25,0.1001,0.2156,4648.1,0.258,64.25,139.9,0.5571,1,1,0
24915,2824.15,0.0999,0.2483,5117.0,0.273,56.23,85.71,0.5514,1,1,0
24916,2824.05,0.1001,0.3851,5523.7,0.286,49.48,32.52,0.5186,1,1,0
24917,2823.95,0.1001,0.5826,5892.8,0.297,43.41,318.26,0.494,0,1,-1
24918,2823.85,0.0999,0.7849,7752.5,0.307,70.35,71.81,0.4796,0,1,1
24919,2823.65,0.0999,0.9193,12266.1,0.307,98.92,674.47,0.4727,0,1,1
24920,2823.65,0.0999,0.9138,12338.9,0.307,82.99,630.71,0.4445,0,1,1
24921,2823.65,0.0999,0.9132,12343.2,0.307,68.49,626.5,0.4565,0,1,1
24922,2823.65,0.0999,0.9144,12312.4,0.307,56.25,608.8,0.4763,0,1,1
24923,2823.65,0.0999,0.8873,12186.5,0.307,63.64,220.0,0.4904,0,1,1
24924,2823.65,0.0999,0.8967,12101.6,0.307,54.1,166.51,0.5002,1,1,1
24925,2823.55,0.1001,0.9027,14537.5,0.315,47.19,1384.41,0.5075,1,1,1
24926,2823.55,0.1001,0.8977,14451.9,0.315,46.25,1194.0,0.4979,0,1,1
24927,2823.55,0.1001,0.894,14303.8,0.302,52.91,942.5,0.5036,1,1,1
24928,2823.55,0.1001,0.8941,14261.7,0.288,45.13,921.37,0.4916,0,1,1
24929,2823.55,0.1001,0.8756,14526.4,0.288,38.76,883.04,0.4902,0,1,1
24930,2823.55,0.1001,0.8754,14527.6,0.272,32.28,882.48,0.4978,0,1,1
24931,2823.55,0.1001,0.8758,14657.1,0.203,27.34,867.51,0.5103,1,1,1
24932,2823.55,0.1001,0.8735,14656.7,0.203,26.55,819.22,0.5256,1,1,1
24933,2823.55,0.1001,0.8704,14597.4,0.203,22.46,804.9,0.5396,1,1,1
24934,2823.55,0.1001,0.8728,14614.2,0.203,19.84,777.89,0.5526,1,1,1
24935,2823.55,0.1001,0.8733,14680.6,0.197,17.33,751.52,0.5639,1,1,1
24936,2823.55,0.1001,0.8727,14602.8,0.19,15.64,736.88,0.5737,1,1,1
24937,2823.55,0.1001,0.8725,14593.6,0.181,15.16,721.2,0.5804,1,1,1
24938,2823.55,0.1001,0.8707,14608.3,0.169,14.41,669.85,0.5854,1,1,1
24939,2823.55,0.1001,0.8701,14538.4,0.077,11.98,656.01,0.5891,1,1,1
24940,2823.55,0.1001,0.87,14541.1,0.077,10.35,641.45,0.5926,1,1,1
24941,2823.55,0.1001,0.8708,14632.3,0.077,9.02,640.06,0.5953,1,1,1
24942,2823.55,0.1001,0.8457,14738.0,0.077,11.73,488.55,0.5976,1,1,1
24943,2823.45,0.1001,0.8694,18997.0,0.106,32.63,2781.02,0.5997,1,1,1
24944,2823.45,0.1001,0.8513,16993.1,0.106,107.02,730.92,0.5818,1,1,1
24945,2823.45,0.1001,0.9011,16583.1,0.077,90.15,669.79,0.5375,1,1,1
24946,2823.75,0.1001,0.8231,5924.3,0.247,117.86,342.17,0.4957,0,1,1
24947,2823.85,0.0999,0.4545,4108.8,0.257,102.48,237.13,0.5119,1,1,1
24948,2824.05,0.1001,0.1873,5031.1,0.293,103.12,131.02,0.5055,1,1,1
24949,2824.05,0.1001,0.1878,5041.2,0.293,84.42,134.77,0.5305,1,1,1
24950,2824.05,0.1001,0.134,5563.0,0.293,69.12,51.58,0.5302,1,1,1
24951,2824.05,0.1001,0.1397,5606.4,0.293,56.59,51.23,0.5295,1,1,1
24952,2824.05,0.1001,0.2469,5830.4,0.293,46.33,339.78,0.5337,1,1,1
24953,2824.15,0.0999,0.261,6242.4,0.298,50.26,753.87,0.5303,1,1,1
24954,2824.45,0.1001,0.2189,3155.4,0.361,170.76,123.28,0.5446,1,1,1
24955,2824.45,0.1001,0.2307,2648.5,0.361,149.96,205.17,0.5913,1,1,1
24956,2824.85,0.0999,0.1659,3751.9,0.452,167.73,44.91,0.5835,1,1,1
24957,2824.85,0.0999,0.2647,3844.2,0.452,143.67,127.86,0.6223,1,1,1
24958,2824.85,0.0999,0.3066,3842.3,0.452,119.8,209.61,0.6025,1,1,1
24959,2824.95,0.1001,0.2359,4033.0,0.449,102.44,6.74,0.5749,1,1,1
24960,2824.95,0.1001,0.2497,4022.7,0.449,84.59,3.12,0.5883,1,1,1
24961,2824.95,0.1001,0.2553,4014.8,0.449,70.71,122.93,0.5756,1,1,1
24962,2824.95,0.1001,0.2578,3959.7,0.449,59.7,3.09,0.5511,1,1,1
24963,2824.95,0.1001,0.2679,3902.2,0.432,49.79,7.35,0.5335,1,1,1
24964,2824.95,0.1001,0.3115,4006.9,0.432,43.48,151.15,0.5175,1,1,1
24965,2824.95,0.1001,0.2703,3700.4,0.432,37.05,138.25,0.5056,1,1,1
24966,2824.95,0.1001,0.4003,4084.1,0.395,33.96,462.13,0.4971,0,1,1
24967,2825.25,0.1001,0.192,4121.8,0.435,107.56,112.96,0.4912,0,1,1
24968,2825.25,0.1001,0.232,4640.5,0.425,90.6,290.91,0.5727,1,1,1
24969,2825.25,0.1001,0.1893,4564.1,0.425,74.9,156.36,0.5704,1,1,1
24970,2825.25,0.1001,0.1764,4425.9,0.425,62.23,154.59,0.5478,1,1,1
24971,2825.35,0.0999,0.4697,8046.4,0.423,52.76,1801.11,0.5442,1,1,1
24972,2825.95,0.3,0.4172,2214.1,0.587,216.49,1.16,0.5573,1,1,-1
24973,2826.4,0.2,0.0086,5308.8,0.647,204.44,13.4,0.6168,1,1,0
24974,2826.45,0.1001,0.0174,5316.0,0.631,171.73,17.55,0.6467,1,1,0
24975,2826.45,0.1001,0.0231,4804.7,0.631,149.12,17.83,0.6241,1,1,0
24976,2826.5,0.2002,0.0227,5525.6,0.582,126.62,17.55,0.6146,1,1,0
24977,2826.55,0.1001,0.081,5585.9,0.579,109.47,240.0,0.636,1,1,0
24978,2826.55,0.1001,0.0718,5216.1,0.579,94.7,122.32,0.6375,1,1,0
24979,2826.55,0.1001,0.0978,5160.1,0.582,84.42,288.72,0.6197,1,1,0
24980,2826.55,0.1001,0.1029,4981.2,0.582,72.38,143.79,0.6009,1,1,0
24981,2826.55,0.1001,0.149,5006.1,0.582,63.25,248.47,0.5843,1,1,0
24982,2826.45,0.1001,0.2376,5807.9,0.596,66.29,86.42,0.5631,1,1,0
24983,2826.25,0.1001,0.5159,3722.3,0.631,66.78,470.91,0.5211,1,1,0
24984,2826.25,0.1001,0.5499,3754.8,0.631,54.67,516.0,0.475,0,1,0
24985,2826.25,0.1001,0.4641,3814.0,0.631,44.76,344.0,0.4791,0,1,0
24986,2826.25,0.1001,0.4426,4048.7,0.631,36.83,347.34,0.4948,0,1,0
24987,2826.15,0.0999,0.6779,2700.1,0.613,52.81,354.57,0.4921,0,1,0
24988,2826.15,0.0999,0.7135,2704.0,0.613,43.24,407.27,0.4762,0,1,0
24989,2826.15,0.0999,0.6969,2847.9,0.613,35.4,483.34,0.4747,0,1,0
24990,2826.15,0.0999,0.6871,2817.7,0.613,29.17,489.07,0.4873,0,1,0
24991,2826.15,0.0999,0.7135,2776.7,0.612,23.88,530.82,0.4987,0,1,0
24992,2826.15,0.0999,0.6977,2804.4,0.41,19.55,488.71,0.5079,1,1,0
24993,2826.15,0.0999,0.6841,2851.8,0.201,16.01,488.36,0.5165,1,1,0
24994,2826.15,0.0999,0.6707,2776.1,0.195,13.29,481.14,0.5192,1,1,0
24995,2826.15,0.0999,0.5646,2882.5,0.195,10.88,363.21,0.5159,1,1,0
24996,2826.05,0.1001,0.7375,2026.8,0.198,26.49,417.72,0.5137,1,1,0
24997,2825.85,0.0999,0.8066,2122.5,0.231,46.7,656.05,0.4928,0,1,0
24998,2825.85,0.0999,0.8318,2081.3,0.231,38.24,667.44,0.4656,0,1,0
24999,2825.85,0.0999,0.8198,1892.6,0.231,31.31,660.58,0.4657,0,1,0
25000,2825.85,0.0999,0.8856,1923.0,0.231,25.81,697.24,0.4708,0,1,0
25001,2825.85,0.0999,0.8772,1943.4,0.231,21.13,704.68,0.471,0,1,0
25002,2825.85,0.0999,0.5947,2281.9,0.227,17.3,635.36,0.4712,0,1,0
25003,2825.65,0.0999,0.785,2451.7,0.227,64.74,102.22,0.4787,0,1,-1
25004,2825.65,0.0999,0.867,2581.7,0.227,54.45,65.12,0.4564,0,1,-1
25005,2825.65,0.0999,0.8643,2538.3,0.227,45.85,14.56,0.4562,0,1,-1
25006,2825.65,0.0999,0.8697,2517.7,0.227,37.9,13.41,0.4633,0,1,-1
25007,2825.55,0.1001,0.8837,3232.8,0.227,32.3,373.82,0.4685,0,1,-1
25008,2825.55,0.1001,0.9021,3195.8,0.227,26.63,453.78,0.4651,0,1,-1
25009,2825.55,0.1001,0.9309,3081.1,0.227,21.8,385.14,0.4702,0,1,-1
25010,2825.55,0.1001,0.9288,3067.1,0.227,17.85,376.21,0.4775,0,1,-1
25011,2825.55,0.1001,0.9473,3475.4,0.227,14.61,610.57,0.4774,0,1,-1
25012,2825.85,0.0999,0.7575,2794.9,0.341,20.48,706.59,0.4801,0,1,0
25013,2825.85,0.0999,0.7049,2299.0,0.341,16.77,390.66,0.5277,1,1,0
25014,2825.65,0.0999,0.716,3794.3,0.37,21.34,181.12,0.5112,1,1,-1
25015,2825.65,0.0999,0.6708,4047.7,0.37,17.66,184.95,0.4821,0,1,-1
25016,2825.55,0.1001,0.7492,4857.7,0.37,30.77,523.22,0.5014,1,1,-1
25017,2825.55,0.1001,0.7659,4142.0,0.342,48.03,54.28,0.5012,1,1,-1
25018,2825.55,0.1001,0.6453,4762.4,0.342,41.5,27.49,0.5006,1,1,-1
25019,2825.35,0.0999,0.8685,5338.0,0.37,70.78,725.99,0.5052,1,1,-1
25020,2825.35,0.0999,0.8647,5508.3,0.37,58.49,699.06,0.4787,0,1,-1
25021,2825.35,0.0999,0.883,5374.3,0.37,48.25,652.2,0.4783,0,1,-1
25022,2825.35,0.0999,0.8826,5395.6,0.37,40.41,587.49,0.4835,0,1,-1
25023,2825.35,0.0999,0.8905,5774.4,0.341,33.27,570.89,0.4865,0,1,-1
25024,2825.35,0.0999,0.9165,6386.1,0.341,27.24,570.89,0.49,0,1,-1
25025,2825.35,0.0999,0.8827,6153.9,0.341,23.93,510.91,0.4941,0,1,1
25026,2825.35,0.0999,0.901,6153.2,0.341,20.68,450.22,0.4984,0,1,1
25027,2825.35,0.0999,0.8822,6211.8,0.334,17.84,393.78,0.5027,1,1,1
25028,2825.35,0.0999,0.9109,6169.2,0.334,16.05,336.85,0.5069,1,1,1
25029,2825.35,0.0999,0.9103,6135.7,0.334,13.51,285.66,0.51,1,1,1
25030,2825.35,0.0999,0.9183,6516.6,0.334,11.06,285.66,0.5127,1,1,1
25031,2825.35,0.0999,0.9209,6820.3,0.334,9.42,234.29,0.5169,1,1,1
25032,2825.35,0.0999,0.9237,6864.7,0.22,7.71,234.29,0.5216,1,1,1
25033,2825.45,0.1001,0.8387,6855.1,0.24,10.3,560.94,0.5263,1,1,1
25034,2825.45,0.1001,0.799,5760.9,0.19,8.43,334.56,0.5471,1,1,1
25035,2825.45,0.1001,0.8032,5684.4,0.19,6.9,287.13,0.5341,1,1,1
25036,2825.45,0.1001,0.8019,5727.0,0.176,5.65,297.76,0.528,1,1,1
25037,2825.45,0.1001,0.7941,5574.0,0.176,4.63,91.25,0.5281,1,1,1
25038,2825.45,0.1001,0.7846,5650.9,0.176,3.79,75.55,0.5264,1,1,1
25039,2825.45,0.1001,0.7859,5688.1,0.077,3.28,82.27,0.5288,1,1,1
